smiles
NC[C@@H](NC(=O)N1CCCC[C@@H]1c1ncc[nH]1)C1CC1
CC[C@@](C)(CNC(=O)NC[C@H]1CCCN1CCCO)OC
COCCC(C)(C)CNC(=O)N[C@@H](C)[C@@H](c1ccccc1C)N(C)C
CCOC(=O)C[C@](C)(NC(=O)CC1CCN(C)CC1)C(C)C
CCN1CC[C@@H](NC(=O)N(CCN(C)C)C(C)C)C1
CC[C@H]1NCC[C@H]1C(=O)N1CCC(CN2CCN(C)CC2)CC1
CC(F)(F)CCN[C@H]1C[C@@]2(CCNC2)Oc2ccccc21
C[C@H](CN1CCCCCC1)NC(=O)NCCC#N
CNC(=O)NC[C@H]1CN(C[C@H](N)CC(C)C)CCO1
C[C@H](N)[C@@H]1CCCCN1C(=O)c1noc2c1COCC2
CCN(CC)[C@H](CNC(=O)CC(F)(F)CN)c1ccccc1
COC(=O)CCCCCNC(=O)CC1(N2CCOCC2)CCCC1
CCNCCCN[C@@H]1C[C@@]2(CCNC2)Oc2ccccc21
CC[C@H](NC(=O)NCC(C)(C)N1CCC(OC)CC1)C(F)(F)F
CC(C)CN1CCC(NC(=O)NCC(C)(C)CCCO)CC1
CC(C)NS(=O)(=O)CCNC(=O)CC[C@H]1CCCN1
CCN(CC)CC1CCN([C@@H](C)C(=O)NC(C)(C)CC)CC1
CC[C@H](NC(=O)NC[C@H]1CCCN1CC(C)C)[C@H](O)C(F)F
NCC[C@H]1CCCN(CC(=O)NC2CCN(C3CC3)CC2)C1
CC(C)OCCCN(CCC(F)(F)F)CC1CC1
CO[C@H](C)CCNC(=O)N(C)CC1CCN(C)CC1
CON(C)C(=O)CCN(C)[C@@H](C)CNC(=O)OC(C)(C)C
CCN(C)C(=O)CCN1CCC[C@@H](N2[C@H](C)CC[C@@H]2C)C1
C[C@H](CCCC(F)(F)F)N[C@@H](CO)C[C@H](O)C(C)(C)C
CCC(CC)(CNC(=O)[C@]12CNC[C@@H]1CCCC2)SC
CCC(CC)(CN)C(=O)NC1CCN(CCC(=O)N(C)C)CC1
CCN(CC)[C@@H]1CCN(C(=O)COc2c(Cl)cccc2Cl)C1
CC(C)CNC1(CO)CCN(C[C@@](C)(O)C(F)(F)F)CC1
C[C@H]1CN2CCCC[C@@H]2CN1CC(=O)NCC(=O)NC(C)(C)C
CC[C@@H](C)N(C)CCNC(=O)N[C@@H](C)CCCC(F)(F)F
CN1CCC(CNC(=O)C[C@@H]2CCC[C@H]2N)CC1
C[C@H]1CC(C)(C)CC[C@@H]1N1C[C@H]2C[C@@H](C1)Cn1c(=O)cccc12
CCOC[C@@H]1CCC[C@@H]1NC[C@H](C)CC(F)(F)F
CS[C@H]1CN(C(=O)C[C@H](NC(C)=O)C(N)=O)C[C@@H]1N1CCCC1
CC(C)CCC[C@H](C)NC(=O)CNCC1(N)CCC1
C[C@H](C(N)=O)N1CCC(CCN(C)C(=O)OC(C)(C)C)CC1
CCC1=N[C@]2(CC[C@H]3CN(CC(C)C)C[C@@H]32)C(=O)N1CCOC
C[C@@H](CS(C)(=O)=O)C(=O)N(C)[C@H]1CCN(C2CCN(C)CC2)C1
CCNC(=O)[C@H](C)NC(=O)NCCCN(C)C1CCCCC1
c1cc(CN[C@@H]2CCCC23CCC3)cc2c1CNC2
COC[C@H](O)CNC(=O)N[C@@H]1C[C@H](C)N(C2CC2)C1
CN(C)[C@H](CNC(=O)[C@@H]1CN2CCN1CCC2)C1CC1
CC[C@H](C)NC(=O)CN(CC(=O)N[C@@H](C)CC)CC1CCC1
CCN(CC)CCNC(=O)C(=O)NCC1(N)CCC1
CCN(C[C@H](C)O)C(=O)NC[C@H](N)c1ccc(C(C)C)cc1
C[C@H]1CCC[C@](CNC(=O)C(=O)N(C)C2CCNCC2)(N(C)C)C1
CC(C)C[C@H](CN)NC(=O)N(C[C@@H](C)O)[C@@H](C)CO
CCOC(=O)[C@@H](CC)C(=O)N[C@H](CO)CN1CCCCC1
COCCCN(CCO)C(=O)NC[C@H](C)N1CCC(C)CC1
CCCN1CCN(C2CCN(C[C@H](O)C(C)C)CC2)CC1
COc1cc2nc(N(C)[C@H](CO)CC(C)(C)C)nc(N)c2cc1OC
CC(C)S(=O)(=O)CC(=O)N[C@@H](C)[C@H]1CCCNC1
COc1ccc([C@H](CN(C)C)N[C@H](C)CCCCN)cc1
CCN(CC)CCOCCN[C@@H](C)[C@H]1CCCNC1
CCOCCO[C@H](C)C(=O)N(C)[C@H]1CCN(C)[C@H](C)C1
CCN(CCCN1CCC(C(F)F)CC1)CC(F)(F)F
CCOCC[C@H](O)CN[C@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1C
CCN(CCCN1CCCC1)C(=O)[C@H](C)COC
CO[C@@]1(C)CCCN(CCCC(C)(C)C#N)CC1
CC/C=C/CNC(=O)N(CCN(C)C)C[C@H]1CCCN1CC
C[C@@H](CNC(=O)N[C@H](CCN(C)C)C(C)(C)C)CN1CCCCC1
CC(C)[C@@H](N)CNC(=O)NC1CCC(N(C)C)CC1
CC[C@@H](C)[C@@H](C)NCCCN(C)CC(F)(F)F
C[C@H](N[C@]1(C)CCO[C@@H]1C)C(=O)NCC(F)(F)F
CCOC(=O)CC(=O)NCCCCCN1CCCCC1
C[C@H](N)c1ccc(CNC(=O)N[C@H]2CNCCC2(F)F)cc1
CCOCCC(=O)NC[C@H]1CCCN1CC(C)C
CCC[C@H](CNC(=O)NCCCCN1CCCC[C@@H]1C)OC
C[C@@H](CCCC(F)(F)F)N[C@@H]1CCN[C@H](C)C1
CC(C)N1CC[C@@H](CNC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)C1
CCC[C@H](C)[C@@H](CC)N[C@H]1CCN(CC(F)F)C1
CC(C)C[C@@H](CN)NC(=O)NCC(C)(C)CN1CCCC1
CC[C@@H]1CCCCN1CCNC(=O)[C@H](CC(C)C)C(N)=O
CNCCN(C)C(=O)C(=O)N(CCN(C)C)CCN(C)C
CC[C@@H]1CN2CCC[C@H]2CN1CCOCC(F)(F)C(F)F
CC(=O)NC[C@H](CC(=O)NCC1CCN(C2CC2)CC1)CC(C)C
COC(C)(C)C[C@@H](C)NC(=O)C(=O)NC[C@@H](C)N1CCC(C)CC1
CC[C@@H](C)[C@H](NC(=O)N1CCCC1)C(=O)NCCCN1CCCC1
CCCCN1CCC(NC(=O)C[C@@H](C)SC)CC1
C[C@@H](NC(=O)NCC1CCN(C)CC1)C(C)(C)CN(C)C
C[C@H](CCN1CCC(C)CC1)N1CCC(C)CC1
CCc1ccc([C@H](CO)N[C@H]2CSC[C@H]2C)cc1
CN(C)C(=O)CCCNC(=O)Nc1ccc2c(c1)CC[C@@H]2N(C)C
CN(C)C1CCC(N[C@@H]2C[C@]3(CCNC3)Oc3ccccc32)CC1
CCCN(CC)CCNC(=O)NC[C@H](C)CN1CCCC1
CCC(O)(CC)CCNC(=O)C(=O)N1C[C@H]2CCNC[C@H]2C1
CC(C)C[C@H](CN(C)C)NC(=O)[C@]12C[C@H]1CCN2
CNS(=O)(=O)CCCN1CCC(CN2C[C@@H](C)O[C@H](C)C2)CC1
CCOC(=O)CCCN1[C@@H]2CC[C@H]1C[C@H](NC(=O)OC(C)(C)C)C2
CC(C)CS(=O)(=O)CC(=O)N[C@@H]1CCN[C@H](C)C1
CCN1CCC(CCNC(=O)N[C@H](C)C(=O)NCCF)CC1
COCCOCCN1CCC[C@H](C(=O)NCCN)C1
CC(C)CCOCCNC(=O)C(=O)NCCN1CCC(C)CC1
CSC1(CNC(=O)NC(C)(C)CN)CCN(C)CC1
CCCC[C@H](CN)NC(=O)NCC1CCN(C2CC2)CC1
C=CCN(CC=C)[C@@H](CNC(=O)C(=O)NCCCOC)C(C)C
CS[C@H](C)CN[C@H](C)c1ccc(CN)nc1C
CC(=O)N[C@H](C(=O)NC[C@H]1NCCCC1(C)C)C(C)C
CCN1CCC[C@H]1CNC(=O)C(=O)N[C@@H](C)CCC(C)C
CCN(CC)CCCCNC(=O)C[C@@H]1CCNC1
